keypoint,x,y,action
M,712,687,0
N,1913,687,0
O,1909,551,0
P,1915,943,0
Q,1914,942,0
A,724,271,0
B,1450,13,0
C,945,269,0
D,1455,12,0
E,714,269,0
F,723,395,0
G,713,409,0
H,964,680,0
I,486,532,0
J,1689,276,0
K,718,679,0
L,1911,534,0
M,712,687,0
N,1913,687,0
O,1909,551,0
P,1915,943,0
Q,1914,942,0
A,724,271,0
B,1450,13,0
C,945,269,0
D,1455,12,0
E,714,269,0
F,723,395,0
G,713,409,0
H,964,680,0
I,486,532,0
J,1689,276,0
K,718,679,0
L,1911,534,0
M,712,687,0
N,1913,687,0
O,1909,551,0
P,1915,943,0
Q,1914,942,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,495,167,0
B,622,106,0
C,490,108,0
D,0,0,0
E,330,165,0
F,635,191,0
G,474,256,0
H,641,354,0
I,335,355,0
J,642,358,0
K,475,369,0
L,632,454,0
M,477,451,0
N,484,631,0
O,480,630,0
P,485,725,0
Q,477,726,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,312,128,0
B,171,248,0
C,252,116,0
D,234,249,0
E,227,117,0
F,323,181,0
G,228,187,0
H,388,249,0
I,166,296,0
J,326,295,0
K,241,239,0
L,320,310,0
M,246,349,0
N,397,372,0
O,310,366,0
P,480,433,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,331,129,0
B,381,116,0
C,324,115,0
D,0,0,0
E,252,109,0
F,321,229,0
G,155,186,0
H,334,354,0
I,65,302,0
J,325,356,0
K,167,374,0
L,323,418,0
M,157,423,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,390,65,0
B,395,60,0
C,385,60,0
D,406,63,0
E,385,76,0
F,482,120,0
G,309,123,0
H,494,189,0
I,288,187,0
J,495,250,0
K,286,247,0
L,411,239,0
M,380,239,0
N,412,299,0
O,300,308,0
P,414,427,0
Q,305,478,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,330,435,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,335,443,0
G,327,443,0
H,335,451,0
I,324,451,0
J,0,0,0
K,325,453,0
L,333,458,0
M,328,458,0
N,325,527,0
O,322,527,0
P,325,539,0
Q,323,538,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,1123,272,0
B,1125,264,0
C,1115,264,0
D,625,274,0
E,324,192,0
F,1129,358,0
G,956,361,0
H,1273,529,0
I,813,532,0
J,492,709,0
K,945,628,0
L,1267,713,0
M,963,715,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,789,179,0
B,792,168,0
C,652,169,0
D,0,0,0
E,637,180,0
F,807,351,0
G,493,348,0
H,810,537,0
I,324,440,0
J,0,0,0
K,477,554,0
L,800,621,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,491,170,0
B,482,97,0
C,485,97,0
D,0,0,0
E,471,165,0
F,642,265,0
G,320,273,0
H,790,621,0
I,146,357,0
J,797,722,0
K,159,463,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,652,95,0
B,791,86,0
C,647,84,0
D,0,0,0
E,631,87,0
F,798,264,0
G,483,189,0
H,807,548,0
I,304,354,0
J,972,533,0
K,483,441,0
L,0,0,0
M,475,623,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,420,111,0
B,426,76,0
C,340,74,0
D,432,74,0
E,326,101,0
F,522,170,0
G,327,167,0
H,533,189,0
I,313,239,0
J,525,301,0
K,0,0,0
L,438,306,0
M,331,305,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,116,90,0
B,129,47,0
C,60,76,0
D,176,28,0
E,0,0,0
F,238,136,0
G,0,0,0
H,351,325,0
I,357,353,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,314,132,0
B,394,246,0
C,475,237,0
D,393,130,0
